abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,split
,,,0.6053050687511854,CCCCC[C@H](O)c1c(O)cc2c(c1O)C(=O)c1c(cc(OC)c(Cl)c1O)C2=O,CO,,Epsilon,9,Acridines,1,Val
,,,4.171638708530819,O=c1c(Cc2ccc(Cl)nc2)nc2c(Cc3ccccc3)[nH]c(-c3ccccc3)cn1-2,CO,,Epsilon,10,5p6,1,Val
368.0,388.0,0.08,3.9660947794461703,CN(C)CCNCc1c2ccccc2cc2ccccc12,C1CCCCC1,10.1021/jp047557b,Deep4Chem,8,PAHs,8,Val
,,,5.59999981394342,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OC)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1OC,ClCCl,,Epsilon,7,Porphyrin,1,Val
309.0,466.0,,4.180011119057718,OC1(c2ccc(-c3cccs3)s2)CCCCC1,CC#N,10.1016/j.dyepig.2014.09.013,Deep4Chem,12,5n6,6,Val
530.0,572.0,0.6,4.213517756996305,O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,CN(C)C=O,10.1016/j.jphotochem.2018.04.043,Deep4Chem,8,PAHs,3,Val
398.0,462.0,0.19,,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)cc(C=O)c4ccc1c2c43,CO,10.1002/asia.201402088,ChemFluo,8,PAHs,2,Val
660.0,672.0,,3.612783856719735,COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(OC)cc5)c5ccc2[nH]5)C=C4N2CCOCC2)C=C3)cc1,CS(C)=O,10.1016/j.bioorg.2017.02.015,Deep4Chem,7,Porphyrin,1,Val
424.0,494.0,,,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,10.1021/acs.orglett.5b02680,Deep4Chem,11,6p6,14,Val
,,,5.431363764158987,C=C(C)[C@@H]1CC=C(c2c3nc(c(C4=CC[C@@H](C(=C)C)CC4)c4ccc([nH]4)c(C4=CC[C@H](C(=C)C)CC4)c4nc(c(C5=CC[C@@H](C(=C)C)CC5)c5ccc2[nH]5)C=C4)C=C3)CC1,ClCCl,,Epsilon,7,Porphyrin,1,Val
204.0,,0.01,4.4315004649792895,c1ccc2ncccc2c1,CCO,,PhotochemCAD,11,6p6,1,Val
,,,5.229169702539101,CCCCCCCCCCc1c2nc(cc3[nH]c(cc4nc(cc5[nH]c1c(C)c5C)C(C)=C4C)c(C)c3C)C(C)(C)C2,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Val
497.0,513.0,0.2,,CCOCCOCCOCCOc1cc(COCCOCCOCC[O+]=C2C=CC(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)cc(OCCOCCOCCOCC)c1OCCOCCOCCOCC,OCC(O)CO,10.1002/chem.201404292,BODIPY,5,BODIPY,5,Val
371.0,432.0,0.97,4.301029995663981,O=C1c2ccccc2C2=Cc3ccccc3B(O)N12,CC#N,10.1021/acs.joc.6b01998,Deep4Chem,10,5p6,4,Val
397.0,561.0,0.42,,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,ClCCl,10.1021/acs.joc.7b00315,Deep4Chem,6,Triphenylamine,6,Val
351.0,463.0,0.68,,CC(C)(C)c1cc2c(-c3cccc(C#N)c3)c(-c3cccc(C#N)c3)c3cccc4c(-c5cccc(C#N)c5)c(-c5cccc(C#N)c5)c(c1)[n+]2c34,ClCCl,10.1039/c6ra15464f,ChemFluo,11,6p6,1,Val
513.0,523.0,0.33,,Oc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,10.1021/jo0503714,BODIPY,5,BODIPY,4,Val
,,,5.14750319015524,COc1ccc(C=Cc2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1Br,CN(C)C=O,,Epsilon,5,BODIPY,1,Val
372.0,495.0,0.12,3.5171958979499744,CN(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,ClCCl,10.1016/j.dyepig.2016.09.056,Deep4Chem,10,5p6,5,Val
403.0,,,,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3nc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)nc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)n3)cc2)SC1=S,CN(C)C=O,10.1016/j.tetlet.2011.09.116,Dye aggregation,6,Triphenylamine,1,Val
329.0,412.0,,,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,C1COCCO1,10.1016/j.saa.2016.07.027,Deep4Chem,12,5n6,20,Val
290.0,348.0,,,CCOC(=O)CCOc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1,CC#N,10.1016/j.saa.2012.09.046,Deep4Chem,10,5p6,4,Val
,314.0,,,N#Cc1c[nH]c2ccccc12,CCO,10.1016/j.cplett.2017.07.038,Deep4Chem,10,5p6,9,Val
,,,4.519998529118848,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(O)cc2)=C(O)C1,CCO,,Epsilon,13,6n6,2,Val
433.0,,,,O=C1N=C(O)/C(=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)S1,C1CCOC1,10.1039/C6NJ01314G,"DSSCDB,Dye aggregation",6,Triphenylamine,1,Val
451.0,528.0,,,COc1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)c(S(=O)(=O)O)c1,CC(C)=O,10.1016/j.dyepig.2019.04.028,Deep4Chem,2,Coumarin,8,Val
420.0,526.0,0.23,3.832508912706236,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,10.1021/jp980158u,Deep4Chem,13,6n6,4,Val
426.0,,,,C(=Cc1ccc(-n2ccnc2)cc1)c1ccc(-c2ccnc(-c3cccc(-c4ccccc4)n3)c2)cc1,CN(C)C=O,,ChemDataExtractor,13,6n6,1,Val
,,,4.359607844797206,Cc1cc(-c2nc3ccccc3[nH]2)c(O)c(C(c2ccccc2)c2ccccc2)c1,ClCCl,,Epsilon,10,5p6,3,Val
689.0,,,,COc1ccc(-c2ccc(-c3ccc4n3[B-](F)(F)n3c(ccc3=c3ccc(=C5C=CC(=[O+]C)C=C5)s3)=C4c3c(C)cccc3C)s2)cc1,ClCCl,,SMFluo,5,BODIPY,1,Val
,493.0,0.01,,Nc1c(-c2nn([C@H]3C[C@H](O)[C@@H](CO)O3)c3ncnc(N)c23)ccc2ccccc12,OCCO,10.1016/j.tetlet.2014.10.116,Deep4Chem,8,PAHs,10,Val
432.0,540.0,0.01,4.8314218170650225,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)cc2)cc1,CS(C)=O,10.1039/c2cc31662e,ChemFluo,13,6n6,1,Val
338.0,417.0,,,N#Cc1cc(-n2c3ccccc3c3cccnc32)c(-n2c3ccccc3c3cccnc32)cc1C#N,Cc1ccccc1,10.1039/C6MH00579A,Deep4Chem,10,5p6,4,Val
473.5,,,,CN(C)c1ccc(C=Cc2cc(-c3ccccc3)c(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccccc2)cc1,CN(C)C=O,,ChemDataExtractor,12,5n6,1,Val
583.0,639.0,0.34,4.7283537820212285,CCN(CC)c1ccc2c(c1)OC1=C3C=CC(=[N+](CC)CC)C=C3CC1=C2c1ccccc1C(=O)[O-],CCO,10.1002/anie.201901061,ChemFluo,2,Coumarin,1,Val
,,,0.5682017296639611,CO[C@@]12Oc3c(N)c(O)c4c(c3C(=O)[C@]1(O)C(C)(C)[C@H](C)O2)C(=O)C(C)=C(Cc1c(O)c(C)cc(C(C)=O)c1O)C4=O,CO,,Epsilon,11,6p6,1,Val
,,,0.5854607187506955,COc1c(O)c(OC)c2oc3ccc(O)c(O)c3c(=O)c2c1C,CO,,Epsilon,9,Acridines,1,Val
282.0,506.0,,4.685535735668144,CC1(C)c2ccccc2N(c2ccc3c(c2)S(=O)(=O)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2C3(C)C)c2ccccc21,ClCCl,10.1021/acsami.9b06364,Deep4Chem,6,Triphenylamine,2,Val
,,,3.9618954736678504,COc1ccc2c(c1)C=C1C(=C/C(=N/c3ccc(Br)cc3)CC1(C)C)O2,CC#N,,Epsilon,2,Coumarin,1,Val
411.0,528.0,,,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CC#N,10.1021/ol202807d,"Deep4Chem,ChemFluo",10,5p6,1,Val
397.0,538.0,0.55,,CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CS(C)=O,10.1016/j.jphotochem.2006.03.020,Deep4Chem,15,Benz,26,Val
421.0,606.0,,,CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc23)S1,ClCCl,10.1039/c6qm00070c,"DSSCDB,Dye aggregation",8,PAHs,1,Val
,506.0,,,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(C(F)(F)F)cc2)cc1,c1ccccc1,10.1021/jo701740n,Deep4Chem,13,6n6,2,Val
459.0,,,,CCCCCCc1nc(-c2nc(CCCCCC)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1C=C(C#N)c1ccc(-c2ccc(C=C(C#N)C(=O)O)cc2)cc1,ClCCl,10.1002/chem.201103702,Dye aggregation,6,Triphenylamine,1,Val
,,,4.281033367247727,CCc1c(CSC[C@H](NCc2cc(C)cc(Cc3cc(C)ccc3O)c2O)C(=O)OC)c(CC)c(CSC[C@H](NCc2cc(C)cc(Cc3cc(C)ccc3O)c2O)C(=O)OC)c(CC)c1CSC[C@H](NCc1cc(C)cc(Cc2cc(C)ccc2O)c1O)C(=O)OC,ClC(Cl)Cl,,Epsilon,13,6n6,1,Val
337.0,,,,CSc1ccc(C=Cc2ccc3c(c2)c2ccccc2n3C)cc1,C1CCCCC1,,ChemDataExtractor,3,Carbazole,1,Val
,,,0.683047053705984,COc1ccc(C=CC2=[N+]3C(=C(c4ccncc4)c4c(C)c(I)c(C=Cc5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2I)cc1,CC#N,,Epsilon,5,BODIPY,2,Val
500.7,517.0,,,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(C)c1,ClCCl,"10.1002/chem.200802541,10.1021/acs.joc.6b00858,10.1021/acs.orglett.5b03706,10.1016/j.dyepig.2020.108275,10.1002/asia.201601637,10.1021/acs.joc.9b00020",BODIPY,5,BODIPY,6,Val
,405.0,,,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,OCCO,10.1016/j.molliq.2017.07.070,Deep4Chem,13,6n6,27,Val
,,,3.9599995817018447,O=C(Oc1c(Cc2ccccc2)c(=O)n(-c2ccccc2)c2ccccc12)c1ccccc1,CCO,,Epsilon,2,Coumarin,1,Val
,,,4.612995656032347,O=C(O)c1cccc2c(=O)c3ccccc3oc12,CCO,,Epsilon,9,Acridines,1,Val
498.0,505.0,,4.832499971257211,CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,"10.1021/jo901149y,10.1007/s10895-019-02349-5","Deep4Chem,BODIPY,Epsilon",5,BODIPY,4,Val
350.0,550.0,0.01,,N=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,CC#N,10.1016/j.optmat.2019.109328,Deep4Chem,2,Coumarin,4,Val
396.0,435.0,0.45,,COc1nc(=Nc2ccc3cc4ccccc4cc3c2)nc(OC)[nH]1,C1COCCO1,10.1016/j.dyepig.2011.08.018,"Deep4Chem,ChemDataExtractor",8,PAHs,4,Val
,,,4.2151085810530935,Cc1ccccc1C1(Cl)c2ccc(N=C(O)Cc3ccccc3)cc2S(=O)(=O)c2cc(N=C(O)Cc3ccccc3)ccc21,O,,Epsilon,9,Acridines,1,Val
333.0,464.0,0.57,,COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,CCO,10.1016/j.dyepig.2017.01.050,Deep4Chem,2,Coumarin,2,Val
475.0,500.0,0.11,,C[C@]12SC(=O)C=C1c1nc(-c3ccc(Cl)cc3Cl)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,10.1016/j.tet.2012.12.057,Deep4Chem,12,5n6,1,Val
411.0,,,,N#CC(=Cc1ccc(-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)s1)C(=O)O,C1CCOC1,10.1039/c0ee00008f,DSSCDB,3,Carbazole,1,Val
413.0,516.0,,,CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,C1CCOC1,10.1016/j.optmat.2017.12.034,Deep4Chem,13,6n6,10,Val
406.0,424.0,0.29,3.8808135922807914,Cc1cc2c(ccc3c(C)[n+](C)c(C)cc32)c(C)[n+]1C,CC#N,10.1016/j.tetlet.2015.08.049,Deep4Chem,11,6p6,1,Val
366.0,437.0,0.09,,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,C1COCCO1,10.1016/j.molliq.2019.04.133,Deep4Chem,12,5n6,14,Val
443.0,,,,CCCCCCn1c(=S)n(CCCCCC)c2cc(N(c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)cc3)c3ccc4c(c3)n(CCCCCC)c(=S)n4CCCCCC)ccc21,CC#N,10.1021/ol4001685,Dye aggregation,6,Triphenylamine,2,Val
393.0,424.0,0.02,,CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5ccc(Cl)cc5o4)cc3)nc(Oc3ccc(-c4nc5ccc(Cl)cc5o4)cc3)n2)cc1,CN(C)C=O,10.1016/j.jscs.2011.07.001,Deep4Chem,10,5p6,1,Val
608.0,628.0,0.02,4.819999705510486,COc1cc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cc(OC)c(OC)c(OC)c5)c(-c5cc(OC)c(OC)c(OC)c5)n4[B-](F)(F)[N+]3=C2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,CC#N,10.1021/acs.joc.9b01425,"Deep4Chem,BODIPY",5,BODIPY,5,Val
,,,4.232996110392154,Cc1ccc(NC(=O)c2csc(Cc3ccccc3)c2O)cc1,CCO,,Epsilon,12,5n6,1,Val
514.0,543.0,0.69,,CCCCNC1=[N+]2C(=C(C)c3c(C)cc(C)n3[B-]2(F)F)C=C1,C1CCOC1,10.1002/ejoc.201100324,BODIPY,5,BODIPY,4,Val
591.0,,,,CCN1C(=CC=C2C(=O)C=Cc3ccc(=O)oc32)Sc2ccccc21,CC(C)=O,10.1016/j.snb.2011.03.020,Deep4Chem,4,Cyanine,9,Val
488.0,521.0,0.82,,CC1=C2C=CC=[N+]2[B-](F)(F)n2c(NCc3ccccc3)ccc21,C1CCOC1,10.1002/ejoc.201800083,BODIPY,5,BODIPY,19,Val
,,,3.562292864456474,CN(C)c1ccc(C#CC2=C(Cl)[C](Cl)C(=C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(Cl)=C2Cl)cc1,C1COCCO1,,Epsilon,13,6n6,10,Val
,,,,CCC1=C(C)c2cc3[nH]c(cc4nc(c(CC(=O)OC)c5[nH]c(cc1n2)c(C)c5C(=O)OC)[C@@H](CCC(=O)OC)[C@@H]4C)c(C)c3C=O,ClCCl,,Epsilon,7,Porphyrin,1,Val
,,,4.720159303405957,C[Si]1(C)C2=CC(=O)C=CC2=C(c2ccccc2C(F)(F)F)c2ccc(O)cc21,O,,Epsilon,13,6n6,1,Val
,,,5.045999325242387,CCOC(=O)CN=C(O)COc1ccc(C(C)(C)C)cc1Cc1cc(C(C)(C)C)cc(Cc2cc(C(C)(C)C)cc(Cc3cc(C(C)(C)C)cc(C)c3OCC(O)=NCC(=O)OCC)c2OCC(O)=NCC(=O)OCC)c1OCC(O)=NCC(=O)OCC,CC#N,,Epsilon,13,6n6,1,Val
,,,4.4048337166199385,COc1ccc(O)c(=O)c(Cc2cc(O)ccc2O)c1,CO,,Epsilon,15,Benz,1,Val
359.0,423.0,0.26,,Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,CCO,10.1016/j.molstruc.2014.09.028,Deep4Chem,11,6p6,6,Val
326.0,389.0,0.85,,COc1ccc(-c2ccnc3ncnn23)cc1,ClCCl,10.1021/jacs.6b03890,ChemFluo,10,5p6,1,Val
489.0,,,,CCCCn1c(=O)c2cc(=CC=C3Sc4ccccc4N3CC)c(=O)c3cccc(c3-2)c1=O,O,10.1016/j.dyepig.2015.07.010,Deep4Chem,10,5p6,10,Val
,475.0,,,Cc1cc(C)c(B(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2c(C)cc(C)cc2C)c(C)c1,C1CCCCC1,10.1016/j.orgel.2016.04.030,Deep4Chem,6,Triphenylamine,5,Val
,,0.69,,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,CCOC(C)=O,10.1021/jo3002722,Deep4Chem,2,Coumarin,5,Val
366.0,410.0,,,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)=O,10.1016/j.molliq.2017.07.070,Deep4Chem,13,6n6,27,Val
603.0,644.0,0.78,,Cc1cc(/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,Cc1ccccc1,10.1021/jacs.7b05878,BODIPY,5,BODIPY,16,Val
412.0,561.0,0.76,3.706120109702704,CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,Cc1ccccc1,10.1002/chem.201904478,ChemFluo,0,SquaricAcid,8,Val
434.0,538.0,0.18,3.5118833609788744,Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccc(CCO)cc2)cc1,CC#N,10.1039/d0sc00798f,ChemFluo,11,6p6,1,Val
574.0,627.0,0.29,,COc1ccc(-c2c(Br)cc3n2[B-](F)(F)n2c(cc(Br)c2=C2C=CC(=[O+]C)C=C2)=C3c2c(C)cc(C)cc2C)cc1,CC#N,10.1021/acs.joc.6b00858,BODIPY,5,BODIPY,5,Val
,,,0.5563024892624123,Cc1c([C@H](C)[C@@H](C)O)cc(O)c(Cc2c(O)cc([C@H](C)[C@@H](C)O)c(C)c2O)c1O,CO,,Epsilon,13,6n6,1,Val
398.0,526.0,0.44,,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c4c4ccccc4n5-c4ccccc4)cc3)n2)cc1,Cc1ccccc1,10.1021/acsami.7b13158,Deep4Chem,10,5p6,1,Val
404.0,539.0,0.56,,CCCCCCCCCCCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1,ClC(Cl)Cl,10.1021/acschembio.7b00658,ChemFluo,13,6n6,8,Val
536.5,559.5,0.78,,O=[N+]([O-])c1ccc(C2=[N+]3C(=C(c4cccc5ccccc45)c4cccn4[B-]3(F)F)C=C2)cc1,C1CCCCC1,10.1016/j.dyepig.2017.08.014,BODIPY,5,BODIPY,2,Val
440.0,,,,CCCCn1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,CN(C)C=O,10.1021/am404948w,Dye aggregation,3,Carbazole,7,Val
363.0,448.0,0.65,4.161487791087453,C=Cc1cc2cc3c(cc2oc1=O)OCO3,CC#N,10.1021/ol201983u,Deep4Chem,2,Coumarin,1,Val
606.0,638.0,0.69,4.862727528317975,CN(C)c1ccc2c(c1)oc(=O)c1cc3cc4c(cc3[o+]c12)N(CCC(=O)O)CCC4,ClCCl,10.1016/j.saa.2016.03.042,Deep4Chem,2,Coumarin,4,Val
524.0,,,,Cc1cc(C)c(CC2=[N+]3C(=C(c4ccccc4)c4ccc(C(SCCC(=O)O)c5c(C)cc(C)cc5C)n4[B-]3(F)F)C=C2)c(C)c1,ClCCl,,SMFluo,5,BODIPY,1,Val
368.0,500.0,0.46,,Cc1ccc(-c2nc3cnccn3c2NC2CCCCC2)o1,CS(C)=O,10.1021ja204016e_0306,ChemFluo,10,5p6,1,Val
468.8,501.8,0.23,4.770999941006221,C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCCCC1,10.1021/jo300724m,"Deep4Chem,BODIPY",4,Cyanine,6,Val
,,,4.924279286061882,O=c1cc2oc3cc(O)c(F)cc3c(-c3ccccc3P(=O)(O)O)c-2cc1F,O,,Epsilon,9,Acridines,1,Val
368.0,,,5.367355921026019,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccncn4)s3)cc2)cc1,CS(C)=O,,ChemDataExtractor,3,Carbazole,1,Val
394.6000061035156,,,4.575187844927661,N#CC(=Cc1cccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)c1)C(=O)O,C1CCOC1,,ChemDataExtractor,8,PAHs,1,Val
558.0,572.0,0.1,,Cc1cc(/C=C/c2ccccc2OC(F)(F)F)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5,BODIPY,1,Val
347.0,401.0,0.19,,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,10.1021/jp003157m,Deep4Chem,2,Coumarin,17,Val
518.0,535.0,0.63,,Cc1ccc(C2=C3C=CC(=[O+]c4ccccc4Br)N3[B-](F)(F)n3c(Oc4ccccc4Br)ccc32)cc1,ClC(Cl)Cl,10.1002/asia.201000248,BODIPY,5,BODIPY,20,Val
,,,4.619990224191521,Cc1cc(N2CCOCC2)cc2c1c(=O)n(O)c1ccccc21,CO,,Epsilon,2,Coumarin,1,Val
343.0,419.0,0.76,4.6078837443569896,ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,10.1016/j.dyepig.2018.02.012,Deep4Chem,8,PAHs,1,Val
509.0,656.0,0.08,4.496929648073215,CN1C=CC(=CC=C2C=CC(=[N+](c3ccccc3)c3ccc(C=Cc4cc[n+](C)cc4)cc3)C=C2)C=C1,O,10.1016/j.dyepig.2012.04.009,Deep4Chem,4,Cyanine,3,Val
,,,,C1=Cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1nc(cc3ccc([nH]3)c2-c2ccccc2)CC1,ClCCl,,Epsilon,7,Porphyrin,1,Val
532.0,546.0,0.04,0.6901960800285137,COc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1OC,C1CCOC1,10.1016/j.bmc.2013.07.017,"Epsilon,BODIPY",5,BODIPY,2,Val
,,,4.479992562107072,COc1cc(OC)c2c(c1O)C(=O)c1cnc(C)cc1C2=O,CCO,,Epsilon,13,6n6,1,Val
,,,4.123851640967086,CCCCCCCC(O)=Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,ClC(Cl)Cl,,Epsilon,13,6n6,11,Val
423.0,530.0,0.38,4.551449997972875,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,10.1016/j.saa.2018.03.048,Deep4Chem,11,6p6,10,Val
341.0,458.0,0.24,,c1cc2c3c(cccc3c1)NC(c1ccc3ccc4cccc5ccc1c3c45)N2,CC#N,10.1007/s10895-019-02361-9,Deep4Chem,8,PAHs,4,Val
510.0,558.0,0.31,,Cc1c(Br)c(C)n2c1C=C1C=CC(=[N+]3CCCCC3)N1[B-]2(F)F,ClCCl,10.1039/C2OB07004A,BODIPY,5,BODIPY,1,Val
,,,4.700002397142254,Clc1ccc(/N=[N+]=C2C=CC(=C(c3ccccc3)c3ccccc3)C=C2)cc1,O=C(O)C(F)(F)F,,Epsilon,13,6n6,1,Val
542.0,557.0,0.95,,CC1=C2C=CC(C#Cc3ccccc3)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,Clc1ccccc1,10.1039/C6RA22340K,BODIPY,5,BODIPY,17,Val
494.0,724.0,,,CCCCCCOc1ccc(N(c2ccc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)cc2)c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(N(c4ccc(OCCCCCC)cc4)c4ccc(-c5ccc(-c6ccc(/C=C(/C#N)C(=O)O)s6)s5)cc4)ccc2-3)cc1,C1CCOC1,10.1039/C3TA11832K,DSSCDB,6,Triphenylamine,1,Val
654.0,,,,CCCCCCCCCCC1(CCCCCCCC)C(C=C2C(=O)C(C=C3N(C)c4ccccc4C3(C)C)=C2O)=[N+](CCCCCCC)c2ccc(-c3ccc(C=C(C#N)C(=O)[O-])cc3)cc21,ClC(Cl)Cl,10.1021/acsami.7b08346,Dye aggregation,0,SquaricAcid,1,Val
359.0,488.0,1.0,,COC(=O)C1=C(C(=O)OC)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,ClCCl,10.1021/ol2013523,Deep4Chem,9,Acridines,7,Val
,,,5.360000000660148,COC(=O)c1ccc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(C(=O)OC)cc5)c5ccc2o5)C=C4)C=C3)cc1,ClCCl,,Epsilon,7,Porphyrin,1,Val
,,,4.791690649020118,CCN(CC)c1ccc2c(c1)Oc1cc(O)c(C=NNc3ccccn3)cc1C21OC(=O)c2ccccc21,O,,Epsilon,9,Acridines,1,Val
542.0,550.8,0.26,4.880999841813155,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,10.1016/j.tet.2011.11.070,"Deep4Chem,BODIPY",5,BODIPY,7,Val
,,,4.758730267882089,COc1ccccc1Cc1cc(-c2ccc(C)cc2)nnc1S,CCO,,Epsilon,13,6n6,1,Val
,,,5.189998144026043,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C=C4C)[C@H](OCCCc1cc(O)ccc1O)[C@@]3(C)CC(=O)OC,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Val
,,,4.477121254719663,CCOC1=N/C(=C\c2[nH]cc(C)c2C)C(CC)=C1CC,c1ccccc1,,Epsilon,-1,,5,Val
627.0,,,,CCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)N(CCCC)C(=O)C2=C1c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)s1,ClCCl,10.1016/j.solener.2012.05.003,Dye aggregation,4,Cyanine,1,Val
331.0,381.0,0.34,4.200001865406602,N#Cc1nc2c[nH]c(=N)nc2n1Cc1ccccc1,C1COCCO1,10.1021/ja806348z,Deep4Chem,10,5p6,5,Val
