abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,_original_row_id,_canonical_smiles,_scaffold,external_test_source,split,source_group,source_file,_ae_pre_source_row,supplement_group,dataset,subset_or_state,source_status,std_stokes_shift_nm,std_epsilon,std_reference,std_reference_doi,assigned_scaffold,_ae_pre_merged_row,ae_pre_split
464.0,660.0,0.002,4.195899652,CCCNC1=c2cc3c(cc2[Si](C)(C)c2cc4c(cc21)CCN4C)=[N+](C)CC3,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1096,Dataset_Xanthene; Dataset_Xanthene.csv,Dataset_Xanthene; Dataset_Xanthene.csv,full_source_file,local_full_source_file_gbk_converted_to_utf8,196.0,15700.0,https://doi.org/10.1039/d4sd00038b,10.1039/d4sd00038b,Xanthene/Rhodamine,5930,calibration85
474.5,593.0,0.202,4.3793045715,CCCOc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl; CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1097,FluorPredictor_Cyanine,FluorPredictor_Cyanine,existing_external_verified,final_combined_add_only_verified_balanced,,,https://doi.org/10.1039/d0sc03314f,10.1039/d0sc03314f,Cyanine,5931,calibration85
478.0,591.0,0.316,4.380211242,CCCOc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1098,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,113.0,24000.0,https://doi.org/10.1039/d0sc03314f,10.1039/d0sc03314f,,5932,calibration85
471.0,595.0,0.088,4.378397901,CCCOc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1099,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,124.0,23900.0,https://doi.org/10.1039/d0sc03314f,10.1039/d0sc03314f,,5933,calibration85
511.0,,,4.494154594,CCC[N+]1=C(/C=C/C(C=O)=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC#N,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1100,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,31200.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5934,calibration85
509.0,,,4.562292864,CCC[N+]1=C(/C=C/C(C=O)=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1101,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,36500.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5935,calibration85
516.0,,,4.521138084,CCC[N+]1=C(/C=C/C(C=O)=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1102,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,33200.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5936,calibration85
564.0,,,5.085647288,CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC#N,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1105,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,121800.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5939,calibration85
566.0,,,5.072617477,CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1106,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,118200.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5940,calibration85
572.0,,,5.064083436,CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1107,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,115900.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5941,calibration85
561.0,,,5.049992857,CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1108,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,,112200.0,https://doi.org/10.1016/j.dyepig.2021.109459,10.1016/j.dyepig.2021.109459,,5942,calibration85
551.0,607.0,,,CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)ccc2ccccc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1109,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,56.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5943,calibration85
540.0,611.0,,,CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)ccc2ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1110,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,71.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5944,calibration85
547.0,620.0,,,CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)ccc2ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1111,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,73.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5945,calibration85
534.0,578.0,,,CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)sc2ccccc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1113,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,44.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5947,calibration85
521.0,564.0,,,CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)sc2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1116,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,43.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5950,calibration85
594.0,651.0,,,CCC[n+]1ccc(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)c2ccccc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1117,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,57.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5951,calibration85
588.0,642.0,,,CCC[n+]1ccc(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)c2ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1118,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,54.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5952,calibration85
594.0,673.0,,,CCC[n+]1ccc(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)c2ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1119,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,79.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5953,calibration85
568.0,634.0,,,CCC[n+]1ccc(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)c2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1120,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,66.0,,https://doi.org/10.1016/j.bioorg.2019.103447,10.1016/j.bioorg.2019.103447,,5954,calibration85
678.0,715.0,0.005,4.639665748,CCN(C(C)=O)c1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1121,Dataset_Xanthene; Dataset_Xanthene.csv,Dataset_Xanthene; Dataset_Xanthene.csv,full_source_file,local_full_source_file_gbk_converted_to_utf8,37.0,43618.0,DOI: 10.1021/ja209292b,10.1021/ja209292b,Xanthene/Rhodamine,5955,calibration85
656.0,687.0,0.005,4.698213674,CCN(C(C)=O)c1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1122,Dataset_Xanthene; Dataset_Xanthene.csv,Dataset_Xanthene; Dataset_Xanthene.csv,full_source_file,local_full_source_file_gbk_converted_to_utf8,31.0,49913.0,DOI: 10.1021/ja209292b,10.1021/ja209292b,Xanthene/Rhodamine,5956,calibration85
560.0,587.0,,,CCN(C(CCCC1)C1C2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C5CCC6)C(O7)=C8C5=[N+]6CCC8)C7=C3,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1123,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5957,calibration85
593.0,660.0,,,CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C(O6)=CC5=[N+](CC)/CC)C6=C3,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1124,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5958,calibration85
555.0,576.0,0.83,4.961421094,CCN(C)c1ccc2c(-c3ccccc3)c3cc/c(=[N+](/C)CC)cc-3oc2c1,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1125,Dataset_Xanthene,Dataset_Xanthene,full_source_file,local_full_source_file_gbk_converted_to_utf8,21.0,91500.0,https://doi.org/10.1021/acs.joc.1c02135,10.1021/acs.joc.1c02135,,5959,calibration85
549.0,563.0,0.57,4.975431809,CCN(C)c1ccc2c(-c3ccccc3C(=O)O)c3cc/c(=[N+](/C)CC)cc-3oc2c1,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1126,Dataset_Xanthene; Dataset_Xanthene.csv,Dataset_Xanthene; Dataset_Xanthene.csv,full_source_file,local_full_source_file_gbk_converted_to_utf8,14.0,94500.0,https://doi.org/10.1021/acs.joc.1c02135,10.1021/acs.joc.1c02135,Xanthene/Rhodamine,5960,calibration85
552.0,570.0,0.76,5.059563418,CCN(C)c1ccc2c(-c3ccccc3C)c3cc/c(=[N+](/C)CC)cc-3oc2c1,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1127,Dataset_Xanthene,Dataset_Xanthene,full_source_file,local_full_source_file_gbk_converted_to_utf8,18.0,114700.0,https://doi.org/10.1021/acs.joc.1c02135,10.1021/acs.joc.1c02135,,5961,calibration85
420.0,526.0,,,CCN(C1=CC2=C(C(C3=C(C4=O)C=CC=C3)(N4CCN(CCNC(NCC[Si](OC)(OC)OC)=O)CCNC(NCC[Si](OC)(OC)OC)=O)C(C=CC(N(CC)CC)=C5)=C5O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1128,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5962,calibration85
488.0,525.0,,,CCN(C1=CC2=C(C3(C4=C(C(CC(NC5=CC=C(C6=C(C=C7)C(OC8=CC(O)=CC=C86)=CC7=O)C(C(O)=O)=C5)=O)S3)C=CC=C4)C(C=CC(N(CC)CC)=C9)=C9O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1131,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5965,calibration85
420.0,497.0,,,CCN(C1=CC2=C(C3(C4=C(C(N3CCNCC(NC5=C(N=CC=C6)C6=CC=C5)=O)=O)C=CC=C4)C(C=CC(N(CC)CC)=C7)=C7O2)C=C1)CC.[Zn+2],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1133,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5967,calibration85
315.0,470.0,,,CCN(C1=CC2=C(C3(C4=C(C(N3CCOCC5=CN([C@H]6O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]6OC(C)=O)N=N5)=O)C=CC=C4)C(C=CC(N(CC)CC)=C7)=C7O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1134,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5968,calibration85
735.8,500.0,,,CCN(C1=CC2=C(C3(C4=C(C(N3N)=O)C=C(C(N5CCN(C(C6=CC=C(OC(C7=CC(C=CC(N(C)C)=C8)=C8C=C7)=N9)C9=C6)=O)CC5)=O)C=C4)C(C=CC(N(CC)CC)=C%10)=C%10O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1135,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5969,calibration85
415.0,550.0,,,CCN(C1=CC2=C(C3(C4=C(C(N3N=CC5=C(C6=CC=C(N(CCCCCCCCC)C(C=CC=C7)=C7S8)C8=C6)C=C(C9=CC=CC=C9)N5)=O)C=CC=C4)C(C=CC(N(CC)CC)=C%10)=C%10O2)C=C1)CC,CC#N,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1136,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5970,calibration85
390.0,490.0,,,CCN(C1=CC2=C(C3(C4=C(C(N3N=CC5=C(N6N=C7C=CC=CC7=N6)C8=C(C=CC=C8)N5C)=S)C=CC=C4)C(C=CC(N(CC)CC)=C9)=C9O2)C=C1)CC,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1137,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5971,calibration85
543.0,,,,CCN(C1=CC2=C(C3(C4=C(CO3)C=CC=C4)C(C=CC(OC5OC(CO)C(O)C(O)C5O)=C6)=C6[Se]2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1138,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5972,calibration85
420.0,530.0,,,CCN(C1=CC2=C(C3(N(C(C4=C3C=CC=C4)=O)CCN5C(C6=CC=CC7=C(N8CCOCC8)C=CC(C5=O)=C67)=O)C(C=CC(N(CC)CC)=C9)=C9O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1139,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5973,calibration85
420.0,553.0,,,CCN(C1=CC2=C(C3(N(C(C4=C3C=CC=C4)=O)CCNCCN5C(C6=C7C(C5=O)=CC=CC7=C(N8CCN(CCOCCO)CC8)C=C6)=O)C(C=CC(N(CC)CC)=C9)=C9O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1140,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5974,calibration85
420.0,530.0,,,CCN(C1=CC2=C(C3(N(C(C4=C3C=CC=C4)=O)CCNCCN5C(C6=CC=CC7=C(N8CCOCC8)C=CC(C5=O)=C67)=O)C(C=CC(N(CC)CC)=C9)=C9O2)C=C1)CC,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1141,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5975,calibration85
1032.0,1192.0,,,CCN(C1=CC2=C(C=C(CCC/C3=C\C=C\C=C\C(CCC4)=C5C4=CC(C=CC(N(CC)CC)=C6)=C6O5)C3=[O+]2)C=C1)CC,CCl,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1143,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5977,calibration85
934.0,1096.0,0.01,4.968482949,CCN(CC)C(=O)c1ccccc1C1=c2cc/c(=C3\C(c4ccccc4)=C(C)c4cccc[n+]43)cc2Oc2cc(-c3c(-c4ccccc4)c(C)c4ccccn34)ccc21,CC1=CC=CC=C1,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1144,Dataset_Xanthene; Dataset_Xanthene.csv,Dataset_Xanthene; Dataset_Xanthene.csv,full_source_file,local_full_source_file_gbk_converted_to_utf8,162.0,93000.0,https://doi.org/10.1021/acs.joc.2c00678,10.1021/acs.joc.2c00678,Xanthene/Rhodamine,5978,calibration85
1029.0,1093.0,,,CCN(CC)C(C=C1)=CC2=C1C(C3=C4C=CC=C3)=C5C(C(C/C=C6C(C=C(N(CC)C(CCCC7)C7N8CC)C8=C9)=C9OC(C%10=CC=CC=C%10)=C/6)CCC5N(CCN%11CCN(C(OC(C)(C)C)=O)CC%11)C4=O)=[O+]2,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1145,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5979,calibration85
860.0,975.0,,,CCN(CC)C(C=C1)=CC2=C1C(C3=C4C=CC=C3)=C5C(C(C/C=C6C(C=C(N(CC)C(CCCC7)C7N8CC)C8=C9)=C9OC(C%10=CC=CC=C%10)=C/6)CCC5N(NCC(NC%11=CC=CC=C%11)=S)C4=O)=[O+]2,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1146,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5980,calibration85
370.0,590.0,,,CCN(CC)C(C=C1)=CC2=C1C3(C(NC(NC4=CC=CC=C4)=S)C(C5=C3C=CC=C5)=O)C6=CC=C(N7CCN(C(C8C=CN9C(C8)=NC(C%10=CC=C(OC)C=C%10)=C9)=O)CC7)C=C6O2,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1147,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5981,calibration85
377.0,490.0,,,CCN(CC)C(C=C1)=CC2=C1C3(C4=C(C(N3N=CC5=C(O)C=CC(C=C6)=C5OC6=O)=O)C=CC=C4)C(C=CC(N(CC)CC)=C7)=C7O2.CCN(CC)C(C=C8)=CC9=C8C%10(C%11=C(C(N%10N=CC%12=C(O)C=CC(C=C%13)=C%12OC%13=O)=O)C=CC=C%11)C(C=CC(N(CC)CC)=C%14)=C%14O9.[Ca+2],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1148,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5982,calibration85
420.0,520.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(CCN4C(C5=CC=CC6=C(N(C)C)C=CC(C4=O)=C56)=O)C(C7=C3C=CC=C7)=O)C(C=CC(N(CC)CC)=C8)=C8O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1149,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5983,calibration85
420.0,520.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(CCN4C(C5=CC=CC6=C(N(CCO)CCO)C=CC(C4=O)=C56)=O)C(C7=C3C=CC=C7)=O)C(C=CC(N(CC)CC)=C8)=C8O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1150,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5984,calibration85
420.0,520.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(CCN4C(C5=CC=CC6=C(N7CCOCC7)C=CC(C4=O)=C56)=O)C(C8=C3C=CC=C8)=O)C(C=CC(N(CC)CC)=C9)=C9O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1152,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5986,calibration85
420.0,520.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(CCN4C(C5=CC=CC6=C(NC7=CN=CC=C7)C=CC(C4=O)=C56)=O)C(C8=C3C=CC=C8)=O)C(C=CC(N(CC)CC)=C9)=C9O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1153,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5987,calibration85
420.0,520.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(CCN4C(C5=CC=CC6=C(NCCO)C=CC(C4=O)=C56)=O)C(C7=C3C=CC=C7)=O)C(C=CC(N(CC)CC)=C8)=C8O2,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1154,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5988,calibration85
558.0,582.0,,,CCN(CC)C(C=C1)=CC2=C1C3(N(N)C(C4=C3C=CC=C4)=S)C5=CC=C(N(CC)CC)C=C5O2,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1155,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5989,calibration85
604.0,642.0,,,CCN(CC)C(C=C1)=CC2=C1C3OC4=CC(CCCN5CCC6)=C5C6=C4C(C7=CC=CC=C7C(O)=O)=C3C2,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1156,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5990,calibration85
500.0,552.0,,,CCN(CC)C1=C(C)C=C2C(OC(C=C(N(CC)CC)C(C)=C3)=C3C24N(CCNCCNCCN)C(C5=C4C=CC=C5)=O)=C1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,1157,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5991,calibration85
